success_rate,n_total_points,n_valid_points,n_satisfactory_points,iteration
0.0053655264922870555,9665,1491,8,164
0.0053655264922870555,9666,1491,8,165
0.0053655264922870555,9667,1491,8,166
0.0053655264922870555,9668,1491,8,167
0.0053655264922870555,9669,1491,8,168
0.0053655264922870555,9670,1491,8,169
0.005361930294906166,9671,1492,8,170
0.005361930294906166,9672,1492,8,171
0.005361930294906166,9673,1492,8,172
0.005361930294906166,9674,1492,8,173
0.0053583389149363695,9675,1493,8,174
0.0053583389149363695,9676,1493,8,175
0.0053583389149363695,9677,1493,8,176
0.0053583389149363695,9678,1493,8,177
0.00535475234270415,9679,1494,8,178
0.00535475234270415,9680,1494,8,179
0.00535475234270415,9681,1494,8,180
0.00535475234270415,9682,1494,8,181
0.00535475234270415,9683,1494,8,182
0.00535475234270415,9684,1494,8,183
0.00535475234270415,9685,1494,8,184
0.00535475234270415,9686,1494,8,185
0.005351170568561873,9687,1495,8,186
0.005351170568561873,9688,1495,8,187
0.005351170568561873,9689,1495,8,188
0.005351170568561873,9690,1495,8,189
0.0053475935828877,9691,1496,8,190
0.0053475935828877,9692,1496,8,191
0.005344021376085505,9693,1497,8,192
0.005344021376085505,9694,1497,8,193
0.005344021376085505,9695,1497,8,194
0.005344021376085505,9696,1497,8,195
0.005344021376085505,9697,1497,8,196
0.005344021376085505,9698,1497,8,197
0.005344021376085505,9699,1497,8,198
0.005344021376085505,9700,1497,8,199
0.005344021376085505,9701,1497,8,200
0.005344021376085505,9702,1497,8,201
0.0053404539385847796,9703,1498,8,202
0.0053404539385847796,9704,1498,8,203
0.0053404539385847796,9705,1498,8,204
0.00533689126084056,9706,1499,8,205
0.00533689126084056,9707,1499,8,206
0.00533689126084056,9708,1499,8,207
0.00533689126084056,9709,1499,8,208
0.005333333333333333,9710,1500,8,209
0.005333333333333333,9711,1500,8,210
0.005333333333333333,9712,1500,8,211
0.005333333333333333,9713,1500,8,212
0.005333333333333333,9714,1500,8,213
0.005333333333333333,9715,1500,8,214
0.005333333333333333,9716,1500,8,215
0.005333333333333333,9717,1500,8,216
0.005333333333333333,9718,1500,8,217
0.005329780146568954,9719,1501,8,218
0.005329780146568954,9720,1501,8,219
0.005326231691078562,9721,1502,8,220
0.005326231691078562,9722,1502,8,221
0.0053226879574184965,9723,1503,8,222
0.0053226879574184965,9724,1503,8,223
0.005319148936170213,9725,1504,8,224
0.005319148936170213,9726,1504,8,225
0.005319148936170213,9727,1504,8,226
0.005319148936170213,9728,1504,8,227
0.005319148936170213,9729,1504,8,228
0.005319148936170213,9730,1504,8,229
0.005319148936170213,9731,1504,8,230
0.005319148936170213,9732,1504,8,231
0.005319148936170213,9733,1504,8,232
0.0053156146179402,9734,1505,8,233
0.005312084993359893,9735,1506,8,234
0.0053085600530856005,9736,1507,8,235
0.0053085600530856005,9737,1507,8,236
0.0053085600530856005,9738,1507,8,237
0.0053085600530856005,9739,1507,8,238
0.0053085600530856005,9740,1507,8,239
0.0053085600530856005,9741,1507,8,240
0.0053085600530856005,9742,1507,8,241
0.0053085600530856005,9743,1507,8,242
0.005305039787798408,9744,1508,8,243
0.005301524188204109,9745,1509,8,244
0.005301524188204109,9746,1509,8,245
0.005301524188204109,9747,1509,8,246
0.005301524188204109,9748,1509,8,247
0.005298013245033113,9749,1510,8,248
0.005294506949040371,9750,1511,8,249
0.005294506949040371,9751,1511,8,250
0.005291005291005291,9752,1512,8,251
0.005287508261731659,9753,1513,8,252
0.005284015852047556,9754,1514,8,253
0.005284015852047556,9755,1514,8,254
0.005284015852047556,9756,1514,8,255
0.005284015852047556,9757,1514,8,256
0.005284015852047556,9758,1514,8,257
0.005284015852047556,9759,1514,8,258
0.005284015852047556,9760,1514,8,259
0.005284015852047556,9761,1514,8,260
0.005280528052805281,9762,1515,8,261
0.005280528052805281,9763,1515,8,262
0.005280528052805281,9764,1515,8,263
0.005277044854881266,9765,1516,8,264
0.005932762030323006,9766,1517,9,265
0.005932762030323006,9767,1517,9,266
0.005932762030323006,9768,1517,9,267
0.005928853754940711,9769,1518,9,268
0.005928853754940711,9770,1518,9,269
0.005928853754940711,9771,1518,9,270
0.005928853754940711,9772,1518,9,271
0.005928853754940711,9773,1518,9,272
0.005924950625411455,9774,1519,9,273
0.0059210526315789476,9775,1520,9,274
0.0059210526315789476,9776,1520,9,275
0.0059210526315789476,9777,1520,9,276
0.0059210526315789476,9778,1520,9,277
0.0059210526315789476,9779,1520,9,278
0.0059210526315789476,9780,1520,9,279
0.0059210526315789476,9781,1520,9,280
0.0059210526315789476,9782,1520,9,281
0.005917159763313609,9783,1521,9,282
0.005917159763313609,9784,1521,9,283
0.005917159763313609,9785,1521,9,284
0.005917159763313609,9786,1521,9,285
0.005917159763313609,9787,1521,9,286
0.005917159763313609,9788,1521,9,287
0.005917159763313609,9789,1521,9,288
0.005917159763313609,9790,1521,9,289
0.005917159763313609,9791,1521,9,290
0.005917159763313609,9792,1521,9,291
0.005913272010512484,9793,1522,9,292
0.005913272010512484,9794,1522,9,293
0.005913272010512484,9795,1522,9,294
0.005913272010512484,9796,1522,9,295
0.005913272010512484,9797,1522,9,296
0.005913272010512484,9798,1522,9,297
0.005913272010512484,9799,1522,9,298
0.005909389363099146,9800,1523,9,299
0.005909389363099146,9801,1523,9,300
0.005909389363099146,9802,1523,9,301
0.005909389363099146,9803,1523,9,302
0.005909389363099146,9804,1523,9,303
0.005909389363099146,9805,1523,9,304
0.005905511811023622,9806,1524,9,305
0.005905511811023622,9807,1524,9,306
0.005905511811023622,9808,1524,9,307
0.005905511811023622,9809,1524,9,308
0.005901639344262295,9810,1525,9,309
0.005901639344262295,9811,1525,9,310
0.005901639344262295,9812,1525,9,311
0.005901639344262295,9813,1525,9,312
0.005901639344262295,9814,1525,9,313
0.005901639344262295,9815,1525,9,314
0.005897771952817824,9816,1526,9,315
0.005897771952817824,9817,1526,9,316
0.005897771952817824,9818,1526,9,317
0.005897771952817824,9819,1526,9,318
0.005893909626719057,9820,1527,9,319
0.005893909626719057,9821,1527,9,320
0.005893909626719057,9822,1527,9,321
0.0058900523560209425,9823,1528,9,322
0.0058900523560209425,9824,1528,9,323
0.0058900523560209425,9825,1528,9,324
0.0058900523560209425,9826,1528,9,325
0.005886200130804447,9827,1529,9,326
0.005886200130804447,9828,1529,9,327
0.005886200130804447,9829,1529,9,328
0.005886200130804447,9830,1529,9,329
0.005886200130804447,9831,1529,9,330
0.005886200130804447,9832,1529,9,331
0.005886200130804447,9833,1529,9,332
0.0058823529411764705,9834,1530,9,333
0.0058823529411764705,9835,1530,9,334
0.0058823529411764705,9836,1530,9,335
0.0058823529411764705,9837,1530,9,336
0.0058823529411764705,9838,1530,9,337
0.005878510777269758,9839,1531,9,338
0.005878510777269758,9840,1531,9,339
0.005878510777269758,9841,1531,9,340
0.005878510777269758,9842,1531,9,341
0.005878510777269758,9843,1531,9,342
0.00587467362924282,9844,1532,9,343
0.00587467362924282,9845,1532,9,344
0.00587467362924282,9846,1532,9,345
0.005870841487279843,9847,1533,9,346
0.005870841487279843,9848,1533,9,347
0.005870841487279843,9849,1533,9,348
0.005870841487279843,9850,1533,9,349
0.005870841487279843,9851,1533,9,350
0.005870841487279843,9852,1533,9,351
0.005867014341590613,9853,1534,9,352
0.005867014341590613,9854,1534,9,353
0.005863192182410423,9855,1535,9,354
0.005863192182410423,9856,1535,9,355
0.005863192182410423,9857,1535,9,356
0.005863192182410423,9858,1535,9,357
0.005863192182410423,9859,1535,9,358
0.005863192182410423,9860,1535,9,359
0.005863192182410423,9861,1535,9,360
0.005863192182410423,9862,1535,9,361
0.005859375,9863,1536,9,362
0.005859375,9864,1536,9,363
0.005859375,9865,1536,9,364
0.005859375,9866,1536,9,365
0.005859375,9867,1536,9,366
0.005855562784645413,9868,1537,9,367
0.005851755526657998,9869,1538,9,368
0.005851755526657998,9870,1538,9,369
0.005851755526657998,9871,1538,9,370
0.005851755526657998,9872,1538,9,371
0.005847953216374269,9873,1539,9,372
0.005847953216374269,9874,1539,9,373
0.005847953216374269,9875,1539,9,374
0.005847953216374269,9876,1539,9,375
0.005847953216374269,9877,1539,9,376
0.005847953216374269,9878,1539,9,377
0.005847953216374269,9879,1539,9,378
0.005847953216374269,9880,1539,9,379
0.005844155844155844,9881,1540,9,380
0.005844155844155844,9882,1540,9,381
0.005844155844155844,9883,1540,9,382
0.005844155844155844,9884,1540,9,383
0.005844155844155844,9885,1540,9,384
0.005844155844155844,9886,1540,9,385
0.005844155844155844,9887,1540,9,386
0.005844155844155844,9888,1540,9,387
0.005844155844155844,9889,1540,9,388
0.005840363400389357,9890,1541,9,389
0.005836575875486381,9891,1542,9,390
0.005836575875486381,9892,1542,9,391
0.005836575875486381,9893,1542,9,392
0.005836575875486381,9894,1542,9,393
0.005836575875486381,9895,1542,9,394
0.005836575875486381,9896,1542,9,395
0.005836575875486381,9897,1542,9,396
0.005832793259883344,9898,1543,9,397
0.005832793259883344,9899,1543,9,398
0.005832793259883344,9900,1543,9,399
0.005832793259883344,9901,1543,9,400
0.005832793259883344,9902,1543,9,401
0.005832793259883344,9903,1543,9,402
0.005832793259883344,9904,1543,9,403
0.005832793259883344,9905,1543,9,404
0.005832793259883344,9906,1543,9,405
0.005832793259883344,9907,1543,9,406
0.005829015544041451,9908,1544,9,407
0.005825242718446602,9909,1545,9,408
0.005821474773609315,9910,1546,9,409
0.005817711700064641,9911,1547,9,410
0.005817711700064641,9912,1547,9,411
0.005817711700064641,9913,1547,9,412
0.005817711700064641,9914,1547,9,413
0.005817711700064641,9915,1547,9,414
0.005817711700064641,9916,1547,9,415
0.005813953488372093,9917,1548,9,416
0.005810200129115558,9918,1549,9,417
0.005810200129115558,9919,1549,9,418
0.005810200129115558,9920,1549,9,419
0.005810200129115558,9921,1549,9,420
0.005810200129115558,9922,1549,9,421
0.005810200129115558,9923,1549,9,422
0.005810200129115558,9924,1549,9,423
0.005806451612903226,9925,1550,9,424
0.005806451612903226,9926,1550,9,425
0.005806451612903226,9927,1550,9,426
0.005806451612903226,9928,1550,9,427
0.005806451612903226,9929,1550,9,428
0.005806451612903226,9930,1550,9,429
0.005806451612903226,9931,1550,9,430
0.005806451612903226,9932,1550,9,431
0.005806451612903226,9933,1550,9,432
0.005806451612903226,9934,1550,9,433
0.005806451612903226,9935,1550,9,434
0.005806451612903226,9936,1550,9,435
0.005806451612903226,9937,1550,9,436
0.005806451612903226,9938,1550,9,437
0.005802707930367505,9939,1551,9,438
0.005802707930367505,9940,1551,9,439
0.005802707930367505,9941,1551,9,440
0.005802707930367505,9942,1551,9,441
0.005798969072164949,9943,1552,9,442
0.005798969072164949,9944,1552,9,443
0.005798969072164949,9945,1552,9,444
0.005795235028976175,9946,1553,9,445
0.005795235028976175,9947,1553,9,446
0.005791505791505791,9948,1554,9,447
0.005791505791505791,9949,1554,9,448
0.005791505791505791,9950,1554,9,449
0.005787781350482315,9951,1555,9,450
0.005787781350482315,9952,1555,9,451
0.005784061696658098,9953,1556,9,452
0.005780346820809248,9954,1557,9,453
0.005780346820809248,9955,1557,9,454
0.005780346820809248,9956,1557,9,455
0.005780346820809248,9957,1557,9,456
0.005780346820809248,9958,1557,9,457
0.005780346820809248,9959,1557,9,458
0.005780346820809248,9960,1557,9,459
0.005776636713735558,9961,1558,9,460
0.005772931366260423,9962,1559,9,461
0.005772931366260423,9963,1559,9,462
0.005772931366260423,9964,1559,9,463
0.0057692307692307696,9965,1560,9,464
0.0057692307692307696,9966,1560,9,465
0.005765534913516977,9967,1561,9,466
0.005765534913516977,9968,1561,9,467
0.005765534913516977,9969,1561,9,468
0.005761843790012804,9970,1562,9,469
0.005758157389635317,9971,1563,9,470
0.005758157389635317,9972,1563,9,471
0.005758157389635317,9973,1563,9,472
0.005754475703324808,9974,1564,9,473
0.005750798722044728,9975,1565,9,474
0.005750798722044728,9976,1565,9,475
0.005750798722044728,9977,1565,9,476
0.005750798722044728,9978,1565,9,477
0.005750798722044728,9979,1565,9,478
0.005750798722044728,9980,1565,9,479
0.005750798722044728,9981,1565,9,480
0.005750798722044728,9982,1565,9,481
0.005747126436781609,9983,1566,9,482
0.005747126436781609,9984,1566,9,483
0.00574345883854499,9985,1567,9,484
0.00574345883854499,9986,1567,9,485
0.00574345883854499,9987,1567,9,486
0.00574345883854499,9988,1567,9,487
0.00574345883854499,9989,1567,9,488
0.005739795918367347,9990,1568,9,489
0.005739795918367347,9991,1568,9,490
0.0057361376673040155,9992,1569,9,491
0.005732484076433121,9993,1570,9,492
0.005732484076433121,9994,1570,9,493
0.005732484076433121,9995,1570,9,494
0.005728835136855506,9996,1571,9,495
0.005728835136855506,9997,1571,9,496
0.0057251908396946565,9998,1572,9,497
0.0057251908396946565,9999,1572,9,498
0.0057251908396946565,10000,1572,9,499
0.0057251908396946565,10001,1572,9,500
0.0057251908396946565,10002,1572,9,501
0.0057251908396946565,10003,1572,9,502
0.0057251908396946565,10004,1572,9,503
0.0057251908396946565,10005,1572,9,504
0.0057251908396946565,10006,1572,9,505
0.0057251908396946565,10007,1572,9,506
0.0057251908396946565,10008,1572,9,507
0.0057251908396946565,10009,1572,9,508
0.0057251908396946565,10010,1572,9,509
0.0057251908396946565,10011,1572,9,510
0.0057251908396946565,10012,1572,9,511
0.0057251908396946565,10013,1572,9,512
0.0057251908396946565,10014,1572,9,513
0.00572155117609663,10015,1573,9,514
0.00572155117609663,10016,1573,9,515
0.00572155117609663,10017,1573,9,516
0.00572155117609663,10018,1573,9,517
0.00572155117609663,10019,1573,9,518
0.00572155117609663,10020,1573,9,519
0.005717916137229987,10021,1574,9,520
0.005717916137229987,10022,1574,9,521
0.005717916137229987,10023,1574,9,522
0.005717916137229987,10024,1574,9,523
0.005717916137229987,10025,1574,9,524
0.005714285714285714,10026,1575,9,525
0.005714285714285714,10027,1575,9,526
0.005710659898477157,10028,1576,9,527
0.005710659898477157,10029,1576,9,528
0.005710659898477157,10030,1576,9,529
0.005710659898477157,10031,1576,9,530
0.0057070386810399495,10032,1577,9,531
0.0057070386810399495,10033,1577,9,532
0.005703422053231939,10034,1578,9,533
0.005703422053231939,10035,1578,9,534
0.005703422053231939,10036,1578,9,535
0.005699810006333122,10037,1579,9,536
0.005699810006333122,10038,1579,9,537
0.005699810006333122,10039,1579,9,538
0.00569620253164557,10040,1580,9,539
0.00569620253164557,10041,1580,9,540
0.00569620253164557,10042,1580,9,541
0.0056925996204933585,10043,1581,9,542
0.0056925996204933585,10044,1581,9,543
0.0056925996204933585,10045,1581,9,544
0.0056925996204933585,10046,1581,9,545
0.0056925996204933585,10047,1581,9,546
0.0056925996204933585,10048,1581,9,547
0.0056925996204933585,10049,1581,9,548
0.005689001264222503,10050,1582,9,549
0.005689001264222503,10051,1582,9,550
0.005689001264222503,10052,1582,9,551
0.005685407454200884,10053,1583,9,552
0.005685407454200884,10054,1583,9,553
0.005685407454200884,10055,1583,9,554
0.005685407454200884,10056,1583,9,555
0.005685407454200884,10057,1583,9,556
0.005685407454200884,10058,1583,9,557
0.005685407454200884,10059,1583,9,558
0.005685407454200884,10060,1583,9,559
0.005685407454200884,10061,1583,9,560
0.005685407454200884,10062,1583,9,561
0.005681818181818182,10063,1584,9,562
0.005681818181818182,10064,1584,9,563
0.005681818181818182,10065,1584,9,564
0.005681818181818182,10066,1584,9,565
0.005681818181818182,10067,1584,9,566
0.005681818181818182,10068,1584,9,567
0.0056782334384858045,10069,1585,9,568
0.0056782334384858045,10070,1585,9,569
0.0056782334384858045,10071,1585,9,570
0.005674653215636823,10072,1586,9,571
0.005671077504725898,10073,1587,9,572
0.005671077504725898,10074,1587,9,573
0.005671077504725898,10075,1587,9,574
0.005667506297229219,10076,1588,9,575
0.005663939584644431,10077,1589,9,576
0.005663939584644431,10078,1589,9,577
0.005663939584644431,10079,1589,9,578
0.005663939584644431,10080,1589,9,579
0.005663939584644431,10081,1589,9,580
0.005663939584644431,10082,1589,9,581
0.005663939584644431,10083,1589,9,582
0.005663939584644431,10084,1589,9,583
0.005663939584644431,10085,1589,9,584
0.005663939584644431,10086,1589,9,585
0.005663939584644431,10087,1589,9,586
0.005663939584644431,10088,1589,9,587
0.005663939584644431,10089,1589,9,588
0.005663939584644431,10090,1589,9,589
0.005663939584644431,10091,1589,9,590
0.005663939584644431,10092,1589,9,591
0.005663939584644431,10093,1589,9,592
0.005660377358490566,10094,1590,9,593
0.005660377358490566,10095,1590,9,594
0.005660377358490566,10096,1590,9,595
0.005660377358490566,10097,1590,9,596
0.0056568196103079825,10098,1591,9,597
0.0056568196103079825,10099,1591,9,598
0.0056568196103079825,10100,1591,9,599
0.0056568196103079825,10101,1591,9,600
0.0056568196103079825,10102,1591,9,601
0.0056568196103079825,10103,1591,9,602
0.0056568196103079825,10104,1591,9,603
0.0056568196103079825,10105,1591,9,604
0.0056568196103079825,10106,1591,9,605
0.0056568196103079825,10107,1591,9,606
0.0056568196103079825,10108,1591,9,607
0.0056568196103079825,10109,1591,9,608
0.0056568196103079825,10110,1591,9,609
0.005653266331658292,10111,1592,9,610
0.005653266331658292,10112,1592,9,611
0.005653266331658292,10113,1592,9,612
0.005649717514124294,10114,1593,9,613
0.005649717514124294,10115,1593,9,614
0.0056461731493099125,10116,1594,9,615
0.005642633228840125,10117,1595,9,616
0.005642633228840125,10118,1595,9,617
0.005642633228840125,10119,1595,9,618
0.005642633228840125,10120,1595,9,619
0.005642633228840125,10121,1595,9,620
0.005642633228840125,10122,1595,9,621
0.005642633228840125,10123,1595,9,622
0.005642633228840125,10124,1595,9,623
0.005642633228840125,10125,1595,9,624
0.005639097744360902,10126,1596,9,625
0.005635566687539136,10127,1597,9,626
0.005635566687539136,10128,1597,9,627
0.005635566687539136,10129,1597,9,628
0.005635566687539136,10130,1597,9,629
0.005635566687539136,10131,1597,9,630
0.005635566687539136,10132,1597,9,631
0.005635566687539136,10133,1597,9,632
0.005635566687539136,10134,1597,9,633
0.005635566687539136,10135,1597,9,634
0.005635566687539136,10136,1597,9,635
0.005635566687539136,10137,1597,9,636
0.005632040050062578,10138,1598,9,637
0.005632040050062578,10139,1598,9,638
0.005632040050062578,10140,1598,9,639
0.005632040050062578,10141,1598,9,640
0.005632040050062578,10142,1598,9,641
0.005628517823639775,10143,1599,9,642
0.005628517823639775,10144,1599,9,643
0.005628517823639775,10145,1599,9,644
0.005628517823639775,10146,1599,9,645
0.005628517823639775,10147,1599,9,646
0.005628517823639775,10148,1599,9,647
0.005628517823639775,10149,1599,9,648
0.005628517823639775,10150,1599,9,649
0.005628517823639775,10151,1599,9,650
0.005628517823639775,10152,1599,9,651
0.005628517823639775,10153,1599,9,652
0.005628517823639775,10154,1599,9,653
0.005628517823639775,10155,1599,9,654
0.005625,10156,1600,9,655
0.005625,10157,1600,9,656
0.005621486570893191,10158,1601,9,657
0.005621486570893191,10159,1601,9,658
0.005621486570893191,10160,1601,9,659
0.0056179775280898875,10161,1602,9,660
0.0056179775280898875,10162,1602,9,661
0.0056179775280898875,10163,1602,9,662
0.0056179775280898875,10164,1602,9,663
0.0056179775280898875,10165,1602,9,664
0.0056179775280898875,10166,1602,9,665
0.0056179775280898875,10167,1602,9,666
0.0056179775280898875,10168,1602,9,667
0.0056179775280898875,10169,1602,9,668
0.0056179775280898875,10170,1602,9,669
0.0056179775280898875,10171,1602,9,670
0.0056144728633811605,10172,1603,9,671
0.005610972568578554,10173,1604,9,672
0.005610972568578554,10174,1604,9,673
0.005610972568578554,10175,1604,9,674
0.005610972568578554,10176,1604,9,675
0.005610972568578554,10177,1604,9,676
0.005607476635514018,10178,1605,9,677
0.00560398505603985,10179,1606,9,678
0.00560398505603985,10180,1606,9,679
0.00560398505603985,10181,1606,9,680
0.005600497822028625,10182,1607,9,681
0.005597014925373134,10183,1608,9,682
0.005597014925373134,10184,1608,9,683
0.005597014925373134,10185,1608,9,684
0.005597014925373134,10186,1608,9,685
0.005597014925373134,10187,1608,9,686
0.005593536357986327,10188,1609,9,687
0.005593536357986327,10189,1609,9,688
0.005593536357986327,10190,1609,9,689
0.005593536357986327,10191,1609,9,690
0.005593536357986327,10192,1609,9,691
0.005593536357986327,10193,1609,9,692
0.005593536357986327,10194,1609,9,693
0.0055900621118012426,10195,1610,9,694
0.0055900621118012426,10196,1610,9,695
0.0055900621118012426,10197,1610,9,696
0.0055900621118012426,10198,1610,9,697
0.0055900621118012426,10199,1610,9,698
0.0055900621118012426,10200,1610,9,699
0.0055900621118012426,10201,1610,9,700
0.00558659217877095,10202,1611,9,701
0.00558659217877095,10203,1611,9,702
0.00558659217877095,10204,1611,9,703
0.00558659217877095,10205,1611,9,704
0.00558659217877095,10206,1611,9,705
0.005583126550868486,10207,1612,9,706
0.005583126550868486,10208,1612,9,707
0.005583126550868486,10209,1612,9,708
0.005583126550868486,10210,1612,9,709
0.005583126550868486,10211,1612,9,710
0.005583126550868486,10212,1612,9,711
0.005583126550868486,10213,1612,9,712
0.005583126550868486,10214,1612,9,713
0.005579665220086794,10215,1613,9,714
0.0055762081784386614,10216,1614,9,715
0.0055762081784386614,10217,1614,9,716
0.0055762081784386614,10218,1614,9,717
0.005572755417956657,10219,1615,9,718
0.005572755417956657,10220,1615,9,719
0.005572755417956657,10221,1615,9,720
0.005572755417956657,10222,1615,9,721
0.005572755417956657,10223,1615,9,722
0.005572755417956657,10224,1615,9,723
0.005572755417956657,10225,1615,9,724
